univLabel,alumniLabel,occupationLabel,employerLabel,positionLabel,wiki
Airlangga University,Abdul Kadir Jailani,,,-,
Airlangga University,Achmad Yurianto,,,-,
Airlangga University,Ardi Hermawan,,,-,
Airlangga University,Ari Lasso,,,-,
Airlangga University,Ari Lasso,"Singer, songwriter, actor",,-,
Airlangga University,Aswanto,Justice (title),,-,
Airlangga University,Ayu Maulida,People's Consultative Assembly,,Miss Universe Indonesia 2020,
Airlangga University,Ayu Maulida,People's Consultative Assembly,,Puteri Indonesia 2020,
Airlangga University,Ayu Maulida,People's Consultative Assembly,,Puteri Indonesia Jawa Timur 2020,
Airlangga University,Ayu Maulida,Beauty pageant,,Miss Universe Indonesia 2020,
Airlangga University,Ayu Maulida,Beauty pageant,,Puteri Indonesia 2020,
Airlangga University,Ayu Maulida,Beauty pageant,,Puteri Indonesia Jawa Timur 2020,
Airlangga University,Ayu Maulida,COVID-19 Response Acceleration Task Force,,Miss Universe Indonesia 2020,
Airlangga University,Ayu Maulida,COVID-19 Response Acceleration Task Force,,Puteri Indonesia 2020,
Airlangga University,Ayu Maulida,COVID-19 Response Acceleration Task Force,,Puteri Indonesia Jawa Timur 2020,
Airlangga University,Ayu Maulida,People's Consultative Assembly,,Puteri Indonesia,
Airlangga University,Ayu Maulida,Beauty pageant,,Puteri Indonesia,
Airlangga University,Ayu Maulida,COVID-19 Response Acceleration Task Force,,Puteri Indonesia,
Airlangga University,Ayu Maulida,People's Consultative Assembly,,Puteri East Java,
Airlangga University,Ayu Maulida,Beauty pageant,,Puteri East Java,
Airlangga University,Ayu Maulida,COVID-19 Response Acceleration Task Force,,Puteri East Java,
Airlangga University,Ayu Maulida,,,Miss Universe Indonesia 2020,
Airlangga University,Ayu Maulida,,,Puteri Indonesia 2020,
Airlangga University,Ayu Maulida,,,Puteri Indonesia Jawa Timur 2020,
Airlangga University,Ayu Maulida,model,,Miss Universe Indonesia 2020,
Airlangga University,Ayu Maulida,model,,Puteri Indonesia 2020,
Airlangga University,Ayu Maulida,model,,Puteri Indonesia Jawa Timur 2020,
Airlangga University,Ayu Maulida,beauty pageant titleholder,,Miss Universe Indonesia 2020,
Airlangga University,Ayu Maulida,beauty pageant titleholder,,Puteri Indonesia 2020,
Airlangga University,Ayu Maulida,beauty pageant titleholder,,Puteri Indonesia Jawa Timur 2020,
Airlangga University,Ayu Maulida,Indonesian People's Consultative Assembly Ambassador,,Miss Universe Indonesia 2020,
Airlangga University,Ayu Maulida,Indonesian People's Consultative Assembly Ambassador,,Puteri Indonesia 2020,
Airlangga University,Ayu Maulida,Indonesian People's Consultative Assembly Ambassador,,Puteri Indonesia Jawa Timur 2020,
Airlangga University,Ayu Maulida,,,Puteri Indonesia,
Airlangga University,Ayu Maulida,model,,Puteri Indonesia,
Airlangga University,Ayu Maulida,beauty pageant titleholder,,Puteri Indonesia,
Airlangga University,Ayu Maulida,Indonesian People's Consultative Assembly Ambassador,,Puteri Indonesia,
Airlangga University,Ayu Maulida,,,Puteri East Java,
Airlangga University,Ayu Maulida,model,,Puteri East Java,
Airlangga University,Ayu Maulida,beauty pageant titleholder,,Puteri East Java,
Airlangga University,Ayu Maulida,Indonesian People's Consultative Assembly Ambassador,,Puteri East Java,
Airlangga University,Bambang Suharto,,,-,
Airlangga University,Desra Percaya,,Indonesia To The United Kingdom,Ambassador,
Airlangga University,Diananda Choirunisa,,,-,
Airlangga University,Elvira Devinamira,,,Miss Universe Indonesia 2014,
Airlangga University,Elvira Devinamira,,,Puteri Indonesia 2014,
Airlangga University,Elvira Devinamira,Actress,,Miss Universe Indonesia 2014,
Airlangga University,Elvira Devinamira,Actress,,Puteri Indonesia 2014,
Airlangga University,Elvira Devinamira,Model,,Miss Universe Indonesia 2014,
Airlangga University,Elvira Devinamira,Model,,Puteri Indonesia 2014,
Airlangga University,Elvira Devinamira,Beauty pageant titleholder,,Miss Universe Indonesia 2014,
Airlangga University,Elvira Devinamira,Beauty pageant titleholder,,Puteri Indonesia 2014,
Airlangga University,Elvira Devinamira,,,Puteri Indonesia,
Airlangga University,Elvira Devinamira,Actress,,Puteri Indonesia,
Airlangga University,Elvira Devinamira,Model,,Puteri Indonesia,
Airlangga University,Elvira Devinamira,Beauty pageant titleholder,,Puteri Indonesia,
Airlangga University,Elvira Devinamira,,,Puteri East Java,
Airlangga University,Elvira Devinamira,Actress,,Puteri East Java,
Airlangga University,Elvira Devinamira,Model,,Puteri East Java,
Airlangga University,Elvira Devinamira,Beauty pageant titleholder,,Puteri East Java,
Airlangga University,Febriana Firdaus,Investigative journalism,,-,
Airlangga University,Febriana Firdaus,,,-,
Airlangga University,Febriana Firdaus,documentary filmmaker,,-,
Airlangga University,Febriana Firdaus,Investigative journalist,,-,
Airlangga University,Hexana Tri Sasongko,Banker,,-,
Airlangga University,Hexana Tri Sasongko,,,-,
Airlangga University,Ibnu Said,,,-,
Airlangga University,Ida Bagus Oka,,Bali Governance,Governor,
Airlangga University,Ida Bagus Oka,,Bali Governance,Governor,
Airlangga University,Ignasius Jonan,Indonesian Minister for Energy and Mineral Resources,,-,
Airlangga University,Kartika Candra Negara,,,-,
Airlangga University,Khofifah Indar Parawansa,,,-,
Airlangga University,Mohammad Kurniadi Koba,,,-,
Airlangga University,Muhadjir Effendy,,,-,
Airlangga University,Muhammad Alhamid,Lecturer,,-,
Airlangga University,Muhammad Alhamid,Professor,,-,
Airlangga University,Muhammad Alhamid,Civil servant,,-,
Airlangga University,Muhammad Alhamid,Civil service,,-,
Airlangga University,Muhammad Alhamid,Academic,,-,
Airlangga University,Muhammad Alhamid,Academic staff,,-,
Airlangga University,Muhammad Alhamid,,,-,
Airlangga University,Muhammad Madyan,,,-,
Airlangga University,Onesimus Sahuleka,,Cenderawasih University,Rector,
Airlangga University,Prigi Arisandi,,,-,
Airlangga University,Razie Jachya,,,-,
Airlangga University,Siswo Pramono,,,-,
Airlangga University,Siti Wuryan Prayitno,,,-,
Airlangga University,Taufikurrahman Saleh,,,-,
Airlangga University,Taufikurrahman Saleh,Politician,,-,
Airlangga University,Taufikurrahman Saleh,lawyer,,-,
Airlangga University,Terawan Agus Putranto,,,-,
Airlangga University,Wan Ahmad Dahlan Abdul Aziz,Civil servant,,-,
Alauddin Islamic State University,Adam Rahayaan,,,-,
Alauddin Islamic State University,Shaleh Muhamad Aldjufri,Senator,,-,
Alauddin Islamic State University,Shaleh Muhamad Aldjufri,Ulama,,-,
Alauddin Islamic State University,Shaleh Muhamad Aldjufri,,,-,
Alauddin Islamic State University,Shaleh Muhamad Aldjufri,Politician,,-,
Alauddin Islamic State University,Shaleh Muhamad Aldjufri,lecturer,,-,
Andalas University,Benni Warlis,,,-,
Andalas University,Gamawan Fauzi,,West Sumatra Governance,Governor,
Andalas University,Gamawan Fauzi,,Home Affairs (Indonesia),Minister,
Andalas University,Herman Abdullah,,,-,
Andalas University,Intan Aletrino,,,Miss Supranational Indonesia 2016,
Andalas University,Intan Aletrino,,,Puteri Indonesia Pariwisata 2016,
Andalas University,Intan Aletrino,Actress,,Miss Supranational Indonesia 2016,
Andalas University,Intan Aletrino,Actress,,Puteri Indonesia Pariwisata 2016,
Andalas University,Intan Aletrino,Model,,Miss Supranational Indonesia 2016,
Andalas University,Intan Aletrino,Model,,Puteri Indonesia Pariwisata 2016,
Andalas University,Intan Aletrino,TV presenter,,Miss Supranational Indonesia 2016,
Andalas University,Intan Aletrino,TV presenter,,Puteri Indonesia Pariwisata 2016,
Andalas University,Intan Aletrino,Beauty pageant titleholders,,Miss Supranational Indonesia 2016,
Andalas University,Intan Aletrino,Beauty pageant titleholders,,Puteri Indonesia Pariwisata 2016,
Andalas University,Intan Aletrino,National Narcotics Board of the Republic of Indonesia Ambassador,,Miss Supranational Indonesia 2016,
Andalas University,Intan Aletrino,National Narcotics Board of the Republic of Indonesia Ambassador,,Puteri Indonesia Pariwisata 2016,
Andalas University,Intan Aletrino,,,Miss Supranational 2016,
Andalas University,Intan Aletrino,Actress,,Miss Supranational 2016,
Andalas University,Intan Aletrino,Model,,Miss Supranational 2016,
Andalas University,Intan Aletrino,TV presenter,,Miss Supranational 2016,
Andalas University,Intan Aletrino,Beauty pageant titleholders,,Miss Supranational 2016,
Andalas University,Intan Aletrino,National Narcotics Board of the Republic of Indonesia Ambassador,,Miss Supranational 2016,
Andalas University,Intan Aletrino,,,Puteri Indonesia 2016,
Andalas University,Intan Aletrino,Actress,,Puteri Indonesia 2016,
Andalas University,Intan Aletrino,Model,,Puteri Indonesia 2016,
Andalas University,Intan Aletrino,TV presenter,,Puteri Indonesia 2016,
Andalas University,Intan Aletrino,Beauty pageant titleholders,,Puteri Indonesia 2016,
Andalas University,Intan Aletrino,National Narcotics Board of the Republic of Indonesia Ambassador,,Puteri Indonesia 2016,
Andalas University,Intan Aletrino,,,Puteri Indonesia Pariwisata,
Andalas University,Intan Aletrino,,,Puteri West Sumatra,
Andalas University,Intan Aletrino,Actress,,Puteri Indonesia Pariwisata,
Andalas University,Intan Aletrino,Actress,,Puteri West Sumatra,
Andalas University,Intan Aletrino,Model,,Puteri Indonesia Pariwisata,
Andalas University,Intan Aletrino,Model,,Puteri West Sumatra,
Andalas University,Intan Aletrino,TV presenter,,Puteri Indonesia Pariwisata,
Andalas University,Intan Aletrino,TV presenter,,Puteri West Sumatra,
Andalas University,Intan Aletrino,Beauty pageant titleholders,,Puteri Indonesia Pariwisata,
Andalas University,Intan Aletrino,Beauty pageant titleholders,,Puteri West Sumatra,
Andalas University,Intan Aletrino,National Narcotics Board of the Republic of Indonesia Ambassador,,Puteri Indonesia Pariwisata,
Andalas University,Intan Aletrino,National Narcotics Board of the Republic of Indonesia Ambassador,,Puteri West Sumatra,
Andalas University,Mahyeldi Ansharullah,,,-,
Andalas University,Saldi Isra,Jurist,,-,
Andalas University,Saldi Isra,"judge, jurist, professor of constitutional law",,-,
Andalas University,Yudas Sabaggalet,Politician,,-,
Atma Jaya Catholic University of Indonesia,Benny Prawira Siauw,Into The Light Indonesia,,-,
Atma Jaya Catholic University of Indonesia,Benny Prawira Siauw,,,-,
Atma Jaya Catholic University of Indonesia,Benny Prawira Siauw,Founder of Into The Light Indonesia,,-,
Atma Jaya Catholic University of Indonesia,Benny Prawira Siauw,Suicidologist,,-,
Atma Jaya Catholic University of Indonesia,Christina Aryani,Politician,,-,
Atma Jaya Catholic University of Indonesia,Deddy Corbuzier,YouTuber,,-,
Atma Jaya Catholic University of Indonesia,Deddy Corbuzier,Mentalism,,-,
Atma Jaya Catholic University of Indonesia,Deddy Corbuzier,Magician (fantasy),,-,
Atma Jaya Catholic University of Indonesia,Deddy Corbuzier,,,-,
Atma Jaya Catholic University of Indonesia,Deddy Corbuzier,,,-,
Atma Jaya Catholic University of Indonesia,Deddy Corbuzier,presenter,,-,
Atma Jaya Catholic University of Indonesia,Deddy Corbuzier,Magician,,-,
Atma Jaya Catholic University of Indonesia,Johnny G. Plate,,,-,
Atma Jaya Catholic University of Indonesia,Karolin Margret Natasa,,,-,
Atma Jaya Catholic University of Indonesia,Laura Basuki,Actress,,-,
Atma Jaya Catholic University of Indonesia,Laura Basuki,Gravure idol,,-,
Atma Jaya Catholic University of Indonesia,Laura Basuki,Model (person),,-,
Atma Jaya Catholic University of Indonesia,Laura Basuki,,,-,
Atma Jaya Catholic University of Indonesia,Laura Basuki,,,-,
Atma Jaya Catholic University of Indonesia,Marissa Anita,,,-,
Atma Jaya Catholic University of Indonesia,Marissa Anita,,,-,
Atma Jaya Catholic University of Indonesia,Marissa Anita,Journalist,,-,
Atma Jaya Catholic University of Indonesia,Marissa Anita,actress,,-,
Atma Jaya Catholic University of Indonesia,Marissa Anita,presenter,,-,
Atma Jaya Catholic University of Indonesia,Simon Soekarno,,,-,
"Atma Jaya University, Yogyakarta",Marissa Haque,,,-,
"Atma Jaya University, Yogyakarta",Marissa Haque,Actress,,-,
"Atma Jaya University, Yogyakarta",Marissa Haque,politician,,-,
"Atma Jaya University, Yogyakarta",Marissa Haque,singer,,-,
BINUS University,Agni Pratistha,,,Miss Universe Indonesia 2007,
BINUS University,Agni Pratistha,,,Puteri Indonesia 2006,
BINUS University,Agni Pratistha,,,Miss Universe 2007,
BINUS University,Agni Pratistha,,,Puteri Indonesia,
BINUS University,Agni Pratistha,,,Puteri Central Java,
BINUS University,Eugenia Diva Widodo,"Martial artist, athlete",,-,
BINUS University,Princess Megonondo,,,Miss Indonesia,
BINUS University,Princess Megonondo,Model,,Miss Indonesia,
BINUS University,Princess Megonondo,beauty pageant titleholder,,Miss Indonesia,
BINUS University,Raisa (singer),Businessperson,,-,
BINUS University,Raisa (singer),Singer,,-,
BINUS University,Raisa (singer),Songwriter,,-,
BINUS University,Raisa (singer),,,-,
BINUS University,Raisa (singer),,,-,
BINUS University,Rico Waas,Politician,,-,
BINUS University,Rico Waas,,,-,
BINUS University,Sakti Wahyu Trenggono,,Marine Affairs And Fisheries,Ministry,
BINUS University,Sonia Fergina Citra,,,Miss Universe Indonesia 2018,
BINUS University,Sonia Fergina Citra,,,Puteri Bangka Belitung 2018,
BINUS University,Sonia Fergina Citra,,,Puteri Indonesia 2018,
BINUS University,Sonia Fergina Citra,Model,,Miss Universe Indonesia 2018,
BINUS University,Sonia Fergina Citra,Model,,Puteri Bangka Belitung 2018,
BINUS University,Sonia Fergina Citra,Model,,Puteri Indonesia 2018,
BINUS University,Sonia Fergina Citra,Model,,Puteri Indonesia,
BINUS University,Sonia Fergina Citra,,,Puteri Indonesia,
BINUS University,Sonia Fergina Citra,,,,
BINUS University,Sonia Fergina Citra,Model,,,
BINUS University,William Tanuwijaya,,Tokopedia,Chairman and ceo,
BINUS University,William Tanuwijaya,,,Co-Chairman ofGoTo,
BINUS University,William Tanuwijaya,,Goto,Co-chairman,
BINUS University,William Tanuwijaya,Internet entrepreneur,Tokopedia,Chairman and ceo,
BINUS University,William Tanuwijaya,Internet entrepreneur,,Co-Chairman ofGoTo,
BINUS University,William Tanuwijaya,Internet entrepreneur,Goto,Co-chairman,
Bandung Institute of Technology,Abdullah Gymnastiar,,,-,
Bandung Institute of Technology,Abdullah Gymnastiar,"Islamic preacher, singer, author, entrepreneur, founder of the Da'arut Tauhiid Pondok Pesantren, Founder of AA GYM",,-,
Bandung Institute of Technology,Aburizal Bakrie,,Bakrie And Brothers,Chairman,
Bandung Institute of Technology,Aburizal Bakrie,,,Coordinating Minister for People's Welfare,
Bandung Institute of Technology,Aburizal Bakrie,,,Coordinating Minister for the Economy,
Bandung Institute of Technology,Aburizal Bakrie,,Golkar,Leader,
Bandung Institute of Technology,Aburizal Bakrie,,Indonesian Chamber Of Commerce,President,
Bandung Institute of Technology,Achmad Zaky,List of Internet entrepreneurs,,"CEO, Bukalapak (2010–2020)",
Bandung Institute of Technology,Achmad Zaky,List of Internet entrepreneurs,,"CEO, Bukalapak",
Bandung Institute of Technology,Achmad Zaky,,,"CEO, Bukalapak (2010–2020)",
Bandung Institute of Technology,Achmad Zaky,,,"CEO, Bukalapak",
Bandung Institute of Technology,Achmad Zaky,,,"CEO, Bukalapak (2010–2020)",
Bandung Institute of Technology,Achmad Zaky,Internet entrepreneur,,"CEO, Bukalapak (2010–2020)",
Bandung Institute of Technology,Achmad Zaky,investor,,"CEO, Bukalapak (2010–2020)",
Bandung Institute of Technology,Achmad Zaky,,,"CEO, Bukalapak",
Bandung Institute of Technology,Achmad Zaky,Internet entrepreneur,,"CEO, Bukalapak",
Bandung Institute of Technology,Achmad Zaky,investor,,"CEO, Bukalapak",
Bandung Institute of Technology,Alessandra Usman,,,Puteri Indonesia Pariwisata 2010,
Bandung Institute of Technology,Alessandra Usman,,,Puteri Indonesia 2010,
Bandung Institute of Technology,Alessandra Usman,,,Puteri Indonesia,
Bandung Institute of Technology,Alessandra Usman,,,Puteri Gorontalo,
Bandung Institute of Technology,Arcandra Tahar,,,-,
Bandung Institute of Technology,Arief Yahya,,,-,
Bandung Institute of Technology,Arifin Tasrif,,,-,
Bandung Institute of Technology,Azwar Abubakar,,Aceh Governance,Governor,
Bandung Institute of Technology,Azwar Abubakar,,State Apparatus Utilization And Bureaucratic Reform,Ministry,
Bandung Institute of Technology,Azwar Abubakar,,Aceh,Vice governor,
Bandung Institute of Technology,Azwar Anas,Bureaucrat,,-,
Bandung Institute of Technology,Azwar Anas,Politician,,-,
Bandung Institute of Technology,Azwar Anas,Indonesian Army,,-,
Bandung Institute of Technology,Azwar Anas,,,-,
Bandung Institute of Technology,Bambang Harymurti,,,-,
Bandung Institute of Technology,Bambang Harymurti,Journalist,,-,
Bandung Institute of Technology,Bambang Subianto,Economist,,-,
Bandung Institute of Technology,Bambang Susantono,,,-,
Bandung Institute of Technology,Brian Yuliarto,,,-,
Bandung Institute of Technology,Devina Hermawan,Author,,-,
Bandung Institute of Technology,Devina Hermawan,Chef,,-,
Bandung Institute of Technology,Devina Hermawan,,,-,
Bandung Institute of Technology,Dhony Rahajoe,,,-,
Bandung Institute of Technology,Djuanda Kartawidjaja,,Indonesia,Prime minister,
Bandung Institute of Technology,Djuanda Kartawidjaja,Politician,Indonesia,Prime minister,
Bandung Institute of Technology,Djuanda Kartawidjaja,engineer,Indonesia,Prime minister,
Bandung Institute of Technology,Dody Hanggodo,Businessperson,,-,
Bandung Institute of Technology,Dody Hanggodo,Politician,,-,
Bandung Institute of Technology,Dody Hanggodo,,,-,
Bandung Institute of Technology,Donny Ermawan Taufanto,,,-,
Bandung Institute of Technology,Fadel Muhammad,intellectual,Gorontalo Governance,Governor,
Bandung Institute of Technology,Fadel Muhammad,intellectual,Maritime Affairs And Fisheries,Minister,
Bandung Institute of Technology,Fadel Muhammad,Politician,Gorontalo Governance,Governor,
Bandung Institute of Technology,Fadel Muhammad,Politician,Maritime Affairs And Fisheries,Minister,
Bandung Institute of Technology,Fadel Muhammad,,Gorontalo Governance,Governor,
Bandung Institute of Technology,Fadel Muhammad,,Maritime Affairs And Fisheries,Minister,
Bandung Institute of Technology,Fadel Muhammad,businessman,Gorontalo Governance,Governor,
Bandung Institute of Technology,Fadel Muhammad,businessman,Maritime Affairs And Fisheries,Minister,
Bandung Institute of Technology,Frits Bernhard Mewengkang,,,-,
Bandung Institute of Technology,Ginandjar Kartasasmita,Politics of Indonesia,Indonesia Regional Representative Council,Speaker,
Bandung Institute of Technology,Ginandjar Kartasasmita,Politician,Indonesia Regional Representative Council,Speaker,
Bandung Institute of Technology,Ginandjar Kartasasmita,Soldier,Indonesia Regional Representative Council,Speaker,
Bandung Institute of Technology,Haidar Bagir,Philanthropist,,Dr.,
Bandung Institute of Technology,Haidar Bagir,Ulama,,Dr.,
Bandung Institute of Technology,Haidar Bagir,Philanthropist,,Doctor (title),
Bandung Institute of Technology,Haidar Bagir,Ulama,,Doctor (title),
Bandung Institute of Technology,Haidar Bagir,,,Dr.,
Bandung Institute of Technology,Haidar Bagir,,,Doctor (title),
Bandung Institute of Technology,Haidar Bagir,"Islamic scholar, Philanthropist, Businessman",,Dr.,
Bandung Institute of Technology,Haidar Bagir,"Islamic scholar, Philanthropist, Businessman",,Doctor (title),
Bandung Institute of Technology,Hartono Rekso Dharsono,Diplomat,Asean,Secretary-general,
Bandung Institute of Technology,Hartono Rekso Dharsono,Diplomat,Suharto'S Search For A Political Format And The Role Which Dharsono Played In It,An account,
Bandung Institute of Technology,Herling Laoh,,,-,
Bandung Institute of Technology,I Gede Wenten,"Professor, Chemical Engineer, Inventor",,-,
Bandung Institute of Technology,I Wayan Koster,Engineer,Bali Governance,Governor,
Bandung Institute of Technology,I Wayan Koster,Engineer,Bali Governance,Governor,
Bandung Institute of Technology,I Wayan Koster,Politician,Bali Governance,Governor,
Bandung Institute of Technology,I Wayan Koster,Politician,Bali Governance,Governor,
Bandung Institute of Technology,I Wayan Koster,Academician,Bali Governance,Governor,
Bandung Institute of Technology,I Wayan Koster,Academician,Bali Governance,Governor,
Bandung Institute of Technology,I Wayan Koster,Researcher,Bali Governance,Governor,
Bandung Institute of Technology,I Wayan Koster,Researcher,Bali Governance,Governor,
Bandung Institute of Technology,I Wayan Koster,,Bali Governance,Governor,
Bandung Institute of Technology,I Wayan Koster,,Bali Governance,Governor,
Bandung Institute of Technology,Indroyono Soesilo,,,-,
Bandung Institute of Technology,Indroyono Soesilo,Politician,,-,
Bandung Institute of Technology,Jero Wacik,,,-,
Bandung Institute of Technology,Jesica Fitriana,Beauty pageant,,Miss Supranational Indonesia 2019,
Bandung Institute of Technology,Jesica Fitriana,Beauty pageant,,Puteri Indonesia Pariwisata 2019,
Bandung Institute of Technology,Jesica Fitriana,Gravure idol,,Miss Supranational Indonesia 2019,
Bandung Institute of Technology,Jesica Fitriana,Gravure idol,,Puteri Indonesia Pariwisata 2019,
Bandung Institute of Technology,Jesica Fitriana,Model (person),,Miss Supranational Indonesia 2019,
Bandung Institute of Technology,Jesica Fitriana,Model (person),,Puteri Indonesia Pariwisata 2019,
Bandung Institute of Technology,Jesica Fitriana,Ministry of Tourism (Indonesia),,Miss Supranational Indonesia 2019,
Bandung Institute of Technology,Jesica Fitriana,Ministry of Tourism (Indonesia),,Puteri Indonesia Pariwisata 2019,
Bandung Institute of Technology,Jesica Fitriana,Ministry of Tourism and Creative Economy,,Miss Supranational Indonesia 2019,
Bandung Institute of Technology,Jesica Fitriana,Ministry of Tourism and Creative Economy,,Puteri Indonesia Pariwisata 2019,
Bandung Institute of Technology,Jesica Fitriana,HIV/AIDS activism,,Miss Supranational Indonesia 2019,
Bandung Institute of Technology,Jesica Fitriana,HIV/AIDS activism,,Puteri Indonesia Pariwisata 2019,
Bandung Institute of Technology,Jesica Fitriana,List of HIV/AIDS activists,,Miss Supranational Indonesia 2019,
Bandung Institute of Technology,Jesica Fitriana,List of HIV/AIDS activists,,Puteri Indonesia Pariwisata 2019,
Bandung Institute of Technology,Jesica Fitriana,Beauty pageant,,Puteri Indonesia 2019,
Bandung Institute of Technology,Jesica Fitriana,Gravure idol,,Puteri Indonesia 2019,
Bandung Institute of Technology,Jesica Fitriana,Model (person),,Puteri Indonesia 2019,
Bandung Institute of Technology,Jesica Fitriana,Ministry of Tourism (Indonesia),,Puteri Indonesia 2019,
Bandung Institute of Technology,Jesica Fitriana,Ministry of Tourism and Creative Economy,,Puteri Indonesia 2019,
Bandung Institute of Technology,Jesica Fitriana,HIV/AIDS activism,,Puteri Indonesia 2019,
Bandung Institute of Technology,Jesica Fitriana,List of HIV/AIDS activists,,Puteri Indonesia 2019,
Bandung Institute of Technology,Jesica Fitriana,Beauty pageant,,Puteri Indonesia,
Bandung Institute of Technology,Jesica Fitriana,Gravure idol,,Puteri Indonesia,
Bandung Institute of Technology,Jesica Fitriana,Model (person),,Puteri Indonesia,
Bandung Institute of Technology,Jesica Fitriana,Ministry of Tourism (Indonesia),,Puteri Indonesia,
Bandung Institute of Technology,Jesica Fitriana,Ministry of Tourism and Creative Economy,,Puteri Indonesia,
Bandung Institute of Technology,Jesica Fitriana,HIV/AIDS activism,,Puteri Indonesia,
Bandung Institute of Technology,Jesica Fitriana,List of HIV/AIDS activists,,Puteri Indonesia,
Bandung Institute of Technology,Jesica Fitriana,Beauty pageant,,2,
Bandung Institute of Technology,Jesica Fitriana,Beauty pageant,,Puteri West Java,
Bandung Institute of Technology,Jesica Fitriana,Gravure idol,,2,
Bandung Institute of Technology,Jesica Fitriana,Gravure idol,,Puteri West Java,
Bandung Institute of Technology,Jesica Fitriana,Model (person),,2,
Bandung Institute of Technology,Jesica Fitriana,Model (person),,Puteri West Java,
Bandung Institute of Technology,Jesica Fitriana,Ministry of Tourism (Indonesia),,2,
Bandung Institute of Technology,Jesica Fitriana,Ministry of Tourism (Indonesia),,Puteri West Java,
Bandung Institute of Technology,Jesica Fitriana,Ministry of Tourism and Creative Economy,,2,
Bandung Institute of Technology,Jesica Fitriana,Ministry of Tourism and Creative Economy,,Puteri West Java,
Bandung Institute of Technology,Jesica Fitriana,HIV/AIDS activism,,2,
Bandung Institute of Technology,Jesica Fitriana,HIV/AIDS activism,,Puteri West Java,
Bandung Institute of Technology,Jesica Fitriana,List of HIV/AIDS activists,,2,
Bandung Institute of Technology,Jesica Fitriana,List of HIV/AIDS activists,,Puteri West Java,
Bandung Institute of Technology,Jesica Fitriana,,,Miss Supranational Indonesia 2019,
Bandung Institute of Technology,Jesica Fitriana,,,Puteri Indonesia Pariwisata 2019,
Bandung Institute of Technology,Jesica Fitriana,TV Commercial model,,Miss Supranational Indonesia 2019,
Bandung Institute of Technology,Jesica Fitriana,TV Commercial model,,Puteri Indonesia Pariwisata 2019,
Bandung Institute of Technology,Jesica Fitriana,,,Puteri Indonesia 2019,
Bandung Institute of Technology,Jesica Fitriana,TV Commercial model,,Puteri Indonesia 2019,
Bandung Institute of Technology,Jesica Fitriana,,,Puteri Indonesia,
Bandung Institute of Technology,Jesica Fitriana,TV Commercial model,,Puteri Indonesia,
Bandung Institute of Technology,Jesica Fitriana,,,2,
Bandung Institute of Technology,Jesica Fitriana,,,Puteri West Java,
Bandung Institute of Technology,Jesica Fitriana,TV Commercial model,,2,
Bandung Institute of Technology,Jesica Fitriana,TV Commercial model,,Puteri West Java,
Bandung Institute of Technology,Joko Anwar,Film director,,-,
Bandung Institute of Technology,Joko Anwar,Film producer,,-,
Bandung Institute of Technology,Joko Anwar,Screenwriter,,-,
Bandung Institute of Technology,Joko Anwar,,,-,
Bandung Institute of Technology,Karen Agustiawan,Pertamina,,-,
Bandung Institute of Technology,Karen Agustiawan,,,-,
Bandung Institute of Technology,Karen Agustiawan,Former CEO and president director of Pertamina,,-,
Bandung Institute of Technology,Karlina Leksono Supelli,Academic,,"Wawancara Karlina Leksono: ""Kita Sudah Terlalu Lama Diam""",
Bandung Institute of Technology,Karlina Leksono Supelli,Academic staff,,"Wawancara Karlina Leksono: ""Kita Sudah Terlalu Lama Diam""",
Bandung Institute of Technology,Kun Wardana Abyoto,Politician,,-,
Bandung Institute of Technology,Kun Wardana Abyoto,Academic,,-,
Bandung Institute of Technology,Kun Wardana Abyoto,Academic staff,,-,
Bandung Institute of Technology,Kun Wardana Abyoto,,,-,
Bandung Institute of Technology,Kuntoro Mangkusubroto,,,-,
Bandung Institute of Technology,Kusmayanto Kadiman,,"Higher Education, Science, And Technology",Ministry,
Bandung Institute of Technology,Kusmayanto Kadiman,,"Higher Education, Science And Technology",Ministry,
Bandung Institute of Technology,Kusmayanto Kadiman,Engineer,"Higher Education, Science, And Technology",Ministry,
Bandung Institute of Technology,Kusmayanto Kadiman,Engineer,"Higher Education, Science And Technology",Ministry,
Bandung Institute of Technology,Kusmayanto Kadiman,Politician,"Higher Education, Science, And Technology",Ministry,
Bandung Institute of Technology,Kusmayanto Kadiman,Politician,"Higher Education, Science And Technology",Ministry,
Bandung Institute of Technology,Kusmayanto Kadiman,,Bandung Institute Of Technology,Rector,
Bandung Institute of Technology,Kusmayanto Kadiman,Engineer,Bandung Institute Of Technology,Rector,
Bandung Institute of Technology,Kusmayanto Kadiman,Politician,Bandung Institute Of Technology,Rector,
Bandung Institute of Technology,Laksamana Sukardi,,,-,
Bandung Institute of Technology,Mahmud Sudibandriyo,,,-,
Bandung Institute of Technology,Mananti Sitompul,Politician,,-,
Bandung Institute of Technology,Mananti Sitompul,,,-,
Bandung Institute of Technology,Marsudi Wahyu Kisworo,Professor,,-,
Bandung Institute of Technology,Mochtar Apin,Lecturer,,-,
Bandung Institute of Technology,Mochtar Apin,Painter,,-,
Bandung Institute of Technology,Mochtar Apin,,,-,
Bandung Institute of Technology,Muhammad Romahurmuziy,politician,,-,
Bandung Institute of Technology,Nia Kurniasih Ardikoesoema,,,Miss Universe Indonesia 1974,
Bandung Institute of Technology,Nia Kurniasih Ardikoesoema,,,Miss Universe Indonesia,
